timestamp,label,spine_angle_deg,shoulder_tilt_px,head_offset_px
1762024478.0412269,Critical,86.09671674168845,0,1
1762024478.0884745,Critical,88.50339696236883,0,1
1762024478.1374953,Critical,82.63949513600997,0,1
1762024478.185078,Critical,85.64280399503168,0,1
1762024478.2476268,Critical,83.71307350537961,0,1
1762024478.2954538,Critical,87.4688790417034,0,1
1762024478.3565505,Critical,84.56291167789149,0,280
1762024478.4325821,Critical,88.79080273503959,0,1
1762024478.49038,Critical,89.93006667164241,0,1
1762024478.5410967,Critical,88.08528401022839,0,1
1762024478.6038115,Critical,85.68243194986043,0,1
1762024478.6649947,Critical,89.46658803286707,0,1
1762024478.727795,Critical,89.83778836901759,0,1
1762024478.7805943,Critical,89.928223658377,0,1
1762024478.8397768,Critical,88.24626639941725,0,1
1762024478.904321,Critical,86.16162779529165,0,1
1762024478.9540706,Critical,86.73830642428652,0,1
1762024479.0156465,Critical,86.16987206146656,0,1
1762024479.0816693,Critical,84.72344169017411,0,280
1762024479.1500618,Critical,88.1982267682756,0,1
1762024479.203347,Critical,85.13947204324559,0,1
1762024479.2581732,Critical,89.28328836774028,0,1
1762024479.322582,Critical,84.07638789172563,0,1
1762024479.3877923,Critical,86.55094214071913,0,1
1762024479.4385917,Critical,84.93830235695077,0,280
1762024479.495553,Critical,84.95115735298151,0,280
1762024479.5617793,Critical,84.59427510921684,0,1
1762024479.6260617,Critical,76.63925777778164,0,1
1762024479.6760128,Critical,85.56253414180614,0,279
1762024479.7360017,Critical,82.66190873698304,0,278
1762024479.8025715,Critical,83.31252793455967,0,279
1762024479.882799,Critical,87.58914881247308,0,1
1762024479.936131,Critical,87.03257962218632,0,278
1762024480.003957,Critical,88.57056430374523,0,1
1762024480.0575511,Critical,87.53601639244097,0,1
1762024480.1230624,Critical,88.4605477232043,0,1
1762024480.1813996,Critical,87.78305330454255,0,1
1762024480.2429519,Critical,88.29497541042737,0,1
1762024480.308922,Critical,89.3850960469049,0,1
1762024480.3726823,Critical,88.44647936199878,0,1
1762024480.4280314,Critical,88.88120520214444,0,279
1762024480.484946,Critical,88.8690304975785,0,279
1762024480.5512402,Critical,87.10591610011087,0,279
1762024480.588452,Critical,87.66294105049107,0,1
1762024480.6278222,Critical,88.75717447434562,0,279
1762024480.7149487,Critical,88.43877646671595,0,1
1762024480.7886677,Critical,86.17266529912808,0,1
1762024480.855168,Critical,84.77978147699645,0,1
1762024480.9133868,Critical,85.57251859144782,0,1
1762024480.9707081,Critical,85.54261546414332,0,1
1762024481.0313702,Critical,85.11392811399836,0,1
1762024481.0884676,Critical,87.81484134185565,0,1
1762024481.1457727,Critical,86.83953798846672,0,1
1762024481.2111475,Critical,85.94772570609142,0,1
1762024481.2535906,Critical,85.68628913863216,0,1
1762024481.3205287,Critical,85.57930702085119,0,1
1762024481.3943307,Critical,85.0982607104364,0,1
1762024481.4649994,Critical,84.80318864304452,0,1
1762024481.536625,Critical,85.38155719326961,0,1
1762024481.5799446,Critical,86.51883730572855,0,1
1762024481.6211555,Critical,86.31886997762403,0,1
1762024481.6708887,Critical,86.5105496662522,0,1
1762024481.7385998,Critical,86.43100592194608,0,1
1762024481.7930284,Critical,86.16011295003,0,1
1762024481.8418653,Critical,87.10516192232154,0,1
1762024481.9266934,Critical,86.43188508745901,0,1
1762024482.0066407,Critical,85.96622948345083,0,1
1762024482.0761468,Critical,85.76660738173074,0,1
1762024482.152821,Critical,85.72928106067258,0,1
1762024482.2194767,Critical,86.08977406203296,0,1
1762024482.2802255,Critical,86.89840616573822,0,1
1762024482.3587408,Critical,87.42375493680863,0,1
1762024482.4243205,Critical,88.84236438582789,0,1
1762024482.4798064,Critical,87.00326373735916,0,1
1762024482.5425432,Critical,86.67850111694669,0,1
1762024482.6058006,Critical,84.39828301992844,0,1
1762024482.675787,Critical,86.34783539406384,0,1
1762024482.7159505,Critical,85.36442494509124,0,1
1762024482.773243,Critical,85.22145243062137,0,1
1762024482.8314393,Critical,87.34888045926147,0,1
1762024482.8919294,Critical,86.32077210083844,0,1
1762024482.933749,Critical,87.69494631734779,0,1
1762024482.9706757,Critical,86.0954244895756,0,1
1762024483.3777964,Critical,83.48159371981721,0,1
1762024483.392281,Critical,84.9123755182408,0,1
1762024483.4059963,Critical,85.52461518803298,0,1
1762024483.4177063,Critical,84.27181380971511,0,1
1762024483.4290974,Critical,83.8915775972575,0,1
1762024483.5049474,Critical,86.5444931386238,0,1
1762024483.579045,Critical,84.85363872186544,0,1
1762024483.616955,Critical,88.19990276195584,0,1
1762024483.680791,Critical,86.55280634991838,0,1
1762024483.7664182,Critical,84.37145665969493,0,1
1762024483.849857,Critical,86.26350583147989,0,1
1762024483.8941982,Critical,84.72707160244552,0,1
1762024483.9271233,Critical,85.28599414141003,0,279
1762024484.0216973,Critical,84.2274773375485,0,1
1762024484.1094038,Critical,85.29739250082568,0,1
1762024484.1561692,Critical,86.49318085692863,0,279
1762024484.1958275,Critical,85.16472623897478,0,1
1762024484.2362869,Critical,85.2208240969913,0,279
1762024484.2881489,Critical,83.54631306214647,0,1
1762024484.3369815,Critical,85.0847783587805,0,279
1762024484.4012294,Critical,83.63341042181173,0,279
1762024484.4631035,Critical,81.0974455378917,0,279
1762024484.5619187,Critical,82.08708204285917,0,279
1762024484.6406446,Critical,81.14853287557877,0,1
1762024484.708788,Critical,86.3994880407108,0,1
1762024484.75882,Critical,88.99043034918566,0,279
1762024484.8037593,Critical,88.31173387388819,0,279
1762024484.8495135,Critical,87.54477861679473,0,1
1762024484.8974907,Critical,81.41956342385095,0,1
1762024484.9565713,Critical,84.67832971180206,0,1
